Utterance Id,Conversation Id,Sentence Tags,Level of Difficulty,Character,Utterance
283,25,,,2,"That's a great attitude. Anything new and exciting you want to tell me about?"
284,25,,,1,"Well, I've been thinking about taking up a new hobby. I'm just not sure what yet."
285,25,,,2,"That sounds like a great idea. Have you thought about what kind of hobby you want to do?"
286,25,,,1,"I'm still exploring my options. I'm interested in something creative, but I'm not sure what yet."
287,25,,,2,"That's great! Have you considered painting, sculpting, or photography? Those are all really creative hobbies."
288,25,,,1,"Those are all great ideas. I think I'm leaning towards photography. I'm going to look into it more and see if it's something I'm interested in."
289,25,,,2,"That's awesome! I'm sure you'll have a lot of fun with it. Let me know how it goes!"
290,26,,,1,"Hey, how are you doing today?"
291,26,,,2,"I'm doing alright, just trying to get through the day. How about you?"
292,26,,,1,"Same here. Just trying to stay focused and productive. It's been a bit of a challenge lately."
293,26,,,2,"Yeah, I hear you. It's hard to stay motivated when it feels like nothing is changing. What have you been doing to stay motivated?"
294,26,,,1,"I've been trying to break up my day into smaller chunks and set achievable goals. That way, I can track my progress and it feels like I'm making progress."
295,26,,,2,"That's a great idea! I think I'm going to give that a try. It's always helpful to have something to look forward to and measure progress."
296,26,,,1,"Exactly! It's also helpful to take a break every now and then to give yourself a breather. That way, you can come back to your tasks with a fresh perspective."
297,26,,,2,"That's a great tip. I think I'm going to try that too. Thanks for the advice!"
298,26,,,1,"No problem! I'm always here if you need anything else."
299,26,,,2,"Thanks, I really appreciate it. Have a good day!"
300,26,,,1,"You too!"
301,27,,,1,"Hey, how are you doing today?"
302,27,,,2,"Hey, I'm doing okay. How about you?"
303,27,,,1,"I'm doing alright. Just dealing with the same daily stuff. Nothing too exciting."
304,27,,,2,"Yeah, same here. I'm just trying to stay productive and make the most of my day."
305,27,,,1,"That's a great attitude to have. What have you been up to today?"
306,27,,,2,"I've been catching up on some work and trying to get ahead. What about you?"
307,27,,,1,"I've been trying to stay organized and get some things done. It's been a bit of a challenge, but I'm making progress."
308,27,,,2,"That's great! It's always satisfying when you can check things off your to-do list."
309,27,,,1,"It sure is! I'm hoping to get a few more things done before the day is over."
310,27,,,2,"That sounds like a good plan. Let me know if you need any help with anything."
311,27,,,1,"Thanks, I appreciate it. I'll keep you posted."
312,28,,,1,"Hey, how are you doing?"
313,28,,,2,"I'm doing ok, how about you?"
314,28,,,1,"I'm doing alright. Just dealing with the same daily stresses we all do."
315,28,,,2,"Yeah, it can be tough. What's been on your mind lately?"
316,28,,,1,"I've been feeling a bit overwhelmed with all the tasks I have to do. I'm not sure how I'm going to get it all done."
317,28,,,2,"That's understandable. What do you think would help you manage your workload?"
318,28,,,1,"I think I need to prioritize my tasks and create a plan of action. That way I can focus on the most important tasks first and work my way down the list."
319,28,,,2,"That's a great idea. Do you need any help with that?"
320,28,,,1,"That's really nice of you to offer, but I think I can handle it. I just need to take a few deep breaths and get organized."
321,28,,,2,"I'm here if you need anything. Let me know if you need help breaking down your tasks or need someone to talk to."
322,28,,,1,"Thanks, I appreciate it. I'm sure I'll be fine, but I'll keep that in mind."
323,29,,,1,"Hey, how are you?"
324,29,,,2,"I'm doing okay. How about you?"
325,29,,,1,"I'm doing alright. Just dealing with the same old stuff."
326,29,,,2,"What kind of stuff?"
327,29,,,1,"Just the usual. Work is stressful, I'm trying to stay on top of my bills, and I'm struggling to find time to relax."
328,29,,,2,"That sounds like a lot. Is there anything I can do to help?"
329,29,,,1,"Thanks for offering, but I think I just need to take some time for myself and figure out how to manage it all. I appreciate your support though."
330,29,,,2,"Of course. Let me know if you need anything, okay?"
331,29,,,1,"Will do. Thanks again."
332,29,,,2,"No problem. Take care."
333,30,,,1,"Hey, how are you doing?"
334,30,,,2,"I'm doing okay, how about you?"
335,30,,,1,"I'm doing alright. Just had a long day at work."
336,30,,,2,"Oh no, that sounds tough. What happened?"
337,30,,,1,"Well, I had a lot of tasks to complete and I was running behind. I felt like I was never going to get it all done."
338,30,,,2,"That's understandable. Is there anything I can do to help?"
339,30,,,1,"No, I think I'm just going to have to power through it. But it's nice to know you're there for me."
340,30,,,2,"Of course! I'm always here for you. Is there anything else you need?"
341,30,,,1,"No, I'm good. I just needed to vent a bit. Thanks for listening."
342,30,,,2,"Anytime. I'm always here for you. Take care of yourself."
343,31,,,1,"Hey, how are you doing today?"
344,31,,,2,"I'm doing alright. How about you?"
345,31,,,1,"Pretty good. Just dealing with the same old daily concerns."
346,31,,,2,"Same here. It seems like every day is the same."
347,31,,,1,"I know, but at least we have each other to talk to about it."
348,31,,,2,"That's true. What's been on your mind lately?"
